in_local_head,local_exists,local_head_sha256,local_sha256,path,status,upstream_differs_from_local_head,upstream_object,upstream_sha256,upstream_text_differs_from_local_head,upstream_type,working_differs_from_head,working_text_differs_from_head
False,,,60f6ff4ca13c38069f17e08f5aa053a2a3ab69538711df53131057bcfa858612,src/rinbo_fsm/src/motion_effort.hpp,local_only,,,,,,,
False,,,cbbc3f82d40d837c091c63a745367ae39ed397b3b0be2925a54cfc01e45d4cf2,src/rinbo_fsm/src/safety_invariants.hpp,local_only,,,,,,,
False,,,bdd0a5388edc2c3a09b40ee807f0c4110e417bccf78a63d5e77a822b484f7696,src/rinbo_fsm/src/rinbo_legs.cpp,local_only,,,,,,,
False,,,688705ec3bc9b01717e57aab81bece1ac5c165f0169dcf52f679cc45abd7571c,src/rinbo_fsm/test/fixtures/robot_test.yaml,local_only,,,,,,,
False,,,378c37d98af8b44e9d83364e09fb74b97ea778b9b5e7cd6a7bae304baaa75cc0,src/rinbo_fsm/src/disabled_legs.hpp,local_only,,,,,,,
False,,,40366bb9d4d0d37a80f1f06f99b1c2840da43e46b7c4759caea9c32d1f78879a,src/rinbo_fsm/src/latest_state_qos.hpp,local_only,,,,,,,
False,,,b741405fdabad32dd0a3deccdae4a1d6dafeaebb55aea284a235b095dd5c235e,src/rinbo_fsm/src/ros_input_guard.hpp,local_only,,,,,,,
False,,,9cf2a4a48af05a8a4e24d587336932f89c5bbe1ca518c83d1f7adcc3366744be,src/rinbo_fsm/test/test_motion_effort.cpp,local_only,,,,,,,
False,,,9ff45e997bf47981606d5a06afe39d2583176830f3b740b30a860114fd345f85,src/rinbo_fsm/src/tripod_power_policy.hpp,local_only,,,,,,,
False,,,a5eb7f531c7053d573faf9e3b2a9f5d667b2ab36ff8aa856c585c10c4b39dfa0,src/rinbo_fsm/src/rinbo_power_guard.hpp,local_only,,,,,,,
False,,,59303c53954f3929edd8d4839c141072926f86730b055d4f05abef2f6a5a9c57,src/rinbo_fsm/src/bridge_input_discovery.hpp,local_only,,,,,,,
False,,,acf0a6417df7865336811e7b0b87a534cc2ef57c64d817614a33bb460d58305e,src/rinbo_fsm/src/robot_config.hpp,local_only,,,,,,,
False,,,f3d273c99486bdc110c2a14012fda3c4bbe52342ea6e0b16f50647105cb8343f,src/rinbo_fsm/src/motor_tracking.hpp,local_only,,,,,,,
False,,,0a381252be413b7a6111f9e530d180d9c264b34c629eb76cb7e172e5a4b1be4f,src/rinbo_fsm/src/rinbo_manual.cpp,local_only,,,,,,,
False,,,d98396fed265d745e1925aa47c69576ecbf24e03c7ae112da4b24108ec5cd0f3,src/rinbo_fsm/src/rinbo_sin_sweep.cpp,local_only,,,,,,,
False,,,6fe0f0e19c4d8eb8270dbfe30d3b0fce92db1725125234e8319c586fbc7a5866,src/rinbo_fsm/src/manual_motion.hpp,local_only,,,,,,,
False,,,b9f73e2e2058f40ef6ab713c837c48871ad7e56a704c989faa7dd61772e2da66,src/rinbo_fsm/src/tripod_reference.hpp,local_only,,,,,,,
False,,,13118fea1df02af445283f4a54e8a46b2fef3f84e7cfc2cfd14c542d93ba4865,src/rinbo_fsm/src/control_velocity.hpp,local_only,,,,,,,
False,,,69376ef59c0e230e8ec5f21acb970e1c238de122959a72d9d8f313b14a1d40ec,src/rinbo_fsm/src/robot_config.cpp,local_only,,,,,,,
False,,,c5fd6055f7a339bb10075380950842ee71d4ef2eeb87ebd5f89bb9a438bebfff,src/rinbo_fsm/src/motor_arbiter_handshake.hpp,local_only,,,,,,,
False,,,8a8136f45cc417f79ae4f95eae12544105114e83738a93cb7651a7da0aec9c89,src/redrhex_rl_controller/scripts/package_verified_policy.py,local_only,,,,,,,
False,,,bc367bb468eb8df263177ea04d9cba1a20dfae2bc93fde476215a39a08f5e958,src/redrhex_rl_controller/scripts/check_onnx_io.py,local_only,,,,,,,
False,,,b91b136887eb9bde29ec1963c65060529673768ec99dc0167dad110525bce5b6,src/redrhex_rl_controller/scripts/compare_onnx_with_torch.py,local_only,,,,,,,
False,,,899f6a28510feded48b6021b0f4376f5bbf52bb8af153fc2728dfc6c81cdc57a,src/redrhex_rl_controller/setup.py,local_only,,,,,,,
False,,,896452b2789cc8df620b9706e38a579c6ecca1a43f03cc620d2c9cc343acaf53,src/rinbo_data_recorder/launch/record_experiment.launch.py,local_only,,,,,,,
False,,,3b3843b56f4589a7433c7df03d06e3f83253068e867e63859cdb873b8e040538,src/rinbo_ros_bridge/config/redrhex_safe.yaml,local_only,,,,,,,
False,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,src/rinbo_monitor/resource/rinbo_monitor,local_only,,,,,,,
False,,,3abac4e26f2bf9cc903c99c14831a9caceee18e041cc9c3c7c682f6fa772fefd,src/rinbo_data_recorder/config/logging_tripod_safety.yaml,local_only,,,,,,,
False,,,afeb71a042d00c18cc4f1ee241b057b3c9526d743a93c774fa5d1f8ac1a64fe3,src/rinbo_control/setup.cfg,local_only,,,,,,,
False,,,39bc1bf54b112ed86877702e047599024fae74e10ba9ccd34a66b15ae8b37e9a,src/rinbo_control/package.xml,local_only,,,,,,,
False,,,062f48792d351340e5161ce56384e4f994c1faf7b765c17b57930932ca8205fb,src/rinbo_control/setup.py,local_only,,,,,,,
False,,,f531d78b856570b9e2169eec7979f9a1d1d6bc2d6f62788e9db0ddc996f9338a,src/rinbo_monitor/rinbo_monitor/recording.py,local_only,,,,,,,
False,,,addceabc9cc80433bed74136aec49cdc671a7abf5bef9888e7e445844a798cd3,src/rinbo_monitor/rinbo_monitor/model.py,local_only,,,,,,,
False,,,35cdc700a8e9c3d7f06aed3149261961faa18115b1da3ea4b7b89d89f97aae82,src/rinbo_monitor/rinbo_monitor/panel.html,local_only,,,,,,,
False,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,src/rinbo_monitor/rinbo_monitor/__init__.py,local_only,,,,,,,
False,,,ce9ebe6c9f82ed49bb7e2b6953ef927986968d445b1fcb24fd293baff456880a,src/rinbo_monitor/rinbo_monitor/server.py,local_only,,,,,,,
False,,,1a8ad252b5ea5df2abd4686466ea8cb8b4971777f786dcc48175b1968fe426d0,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/rinbo_bringup_check.py,local_only,,,,,,,
False,,,cd8aa2e4fd3ec49b3023de1f514eea4a674c45760b6e9d3ddbf70bdd0669e320,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/biorola_servo_probe.py,local_only,,,,,,,
False,,,2a97be1209376f4dc7c43bcd2765e7a04ea6f8ba8091ac5e83e9c1071d135b77,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/rinbo_ros_backend.py,local_only,,,,,,,
False,,,24f27e729eba29e8a485ffd603867b28ddecafc032fcee642bb43bd26eca2f7b,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/serial_bridge.py,local_only,,,,,,,
False,,,b04a64fd7d0c6a4165ad6e3a48b32f76cb5fe45723a1c132899f9c67a806b77b,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/mock_bridge.py,local_only,,,,,,,
False,,,6920514e5b5d9efb671ba21e625c83cc7579a0674fc242232dc0194ad4726cab,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/sbrio_udp_bridge.py,local_only,,,,,,,
False,,,a1fbbc85234268cc2868faa9ed5b5d99330a86c8f4e59961dc9edf5e718db02b,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/biorola_fault_diag.py,local_only,,,,,,,
False,,,c4bf0dc4765dbfa6938c23ef64a402152839c1cb7fae93c94dbf1851ab4e2803,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/rinbo_power_tool.py,local_only,,,,,,,
False,,,50f5b3e6ec83bb75eba1b4dc81cc1aa97df554ca56660121f7154e755cb2721b,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/__init__.py,local_only,,,,,,,
False,,,1413d44d319508c53dea07bcd8e76ca6d1430f2facd702b545317d61d2c4aaf5,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/bridge_base.py,local_only,,,,,,,
False,,,3cff662194d9ed2d61d6f8eb20b1d46c61f4ab6fd9870320a6419774ccad2b99,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/biorola_bringup_plan.py,local_only,,,,,,,
False,,,f3b242f8c952e5f25fd513476bf5c0a5897fb766003f9a58fb5f2af926ff5f96,src/redrhex_lowlevel_bridge/redrhex_lowlevel_bridge/lowlevel_bridge_node.py,local_only,,,,,,,
False,,,f2a66f56fafd76f19ce894bba500f86485a1328f632577c44763978901e6da97,src/rinbo_monitor/test/test_recording.py,local_only,,,,,,,
False,,,85d2a9e59dd51bb544b32723d702680b0dfa9f8d223daf2c165f72d587628e1e,src/rinbo_monitor/test/test_panel.js,local_only,,,,,,,
False,,,4321bf964d1ba37f4a1c1c288e2aa2d14e478b0a3a891dfdfcb76a56b9777bf7,src/rinbo_monitor/test/test_monitor.py,local_only,,,,,,,
False,,,39944c137be0f087d645eecd16fb543589fd383e210f90994f274205acaa59fa,src/rinbo_monitor/test/test_ros_monitor.py,local_only,,,,,,,
False,,,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,src/redrhex_rl_controller/resource/redrhex_rl_controller,local_only,,,,,,,
False,,,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,src/redrhex_lowlevel_bridge/resource/redrhex_lowlevel_bridge,local_only,,,,,,,
False,,,7eaf59f4898d100f74b26dd6ab3fa20fd2a8907cfaefde79a6672daca8387662,src/redrhex_lowlevel_bridge/config/lowlevel_bridge_full_feedback_rig.yaml,local_only,,,,,,,
False,,,c6f146bffd33f1667139aaa48072edf2d3c2d3f2cb2da4c78a80579f0eb8c490,src/redrhex_lowlevel_bridge/config/lowlevel_bridge_locomotion_tune.yaml,local_only,,,,,,,
False,,,a6d54918e719efcb3df864465e17484a60b037d5755a2a84e64c7ed92338ea0e,src/redrhex_lowlevel_bridge/config/lowlevel_bridge_encoder_only_rig.yaml,local_only,,,,,,,
False,,,f21c6542c3a09f74e87b645a9dd6ac8c8193e63ed94a61db92b2fcd2396091ef,src/redrhex_lowlevel_bridge/config/lowlevel_bridge_sensor_v2_suspended_experimental.yaml,local_only,,,,,,,
False,,,db56c71b177f422d8f392ab8fc4655b30be57a00c944bb0c18911db89c8c17fb,src/redrhex_lowlevel_bridge/config/lowlevel_bridge_bench_safe.yaml,local_only,,,,,,,
False,,,67e2dd5a209defa9a30b5499d272520c1cb58dd9a0d4b2472fd9ffc171e7aed8,src/redrhex_lowlevel_bridge/config/lowlevel_bridge.yaml,local_only,,,,,,,
False,,,16bbfc9b20484bf3f3777dcb02aab2521981c335b9a3b2210c3bcaa0c8b78089,src/redrhex_rl_controller/config/redrhex_policy.yaml,local_only,,,,,,,
False,,,024b20473b22b5e0d78a4ad56e1182e3b9df8614b109d0f79133a9e194260abf,src/redrhex_rl_controller/config/redrhex_policy_bench_safe.yaml,local_only,,,,,,,
False,,,f0919e4a3264ed5a8f493b212e4b321665c0f4688ca8a5dd7a3d603bf1e05586,src/redrhex_rl_controller/config/redrhex_policy_encoder_only_rig.yaml,local_only,,,,,,,
False,,,3daaaf7ff2ea29e61e4bf4fcdd5c1d8f55d258029780ea8e523f59b483977602,src/redrhex_rl_controller/config/redrhex_policy_locomotion_tune.yaml,local_only,,,,,,,
False,,,0b050584f6fa54063bda26ccd45c354412b972b044b12c2d2f433dff71b5b1c2,src/redrhex_rl_controller/config/redrhex_policy_sensor_v2_suspended_experimental.yaml,local_only,,,,,,,
False,,,a282eae723714215e980425356d27b41551b1d7fbbebf410bbdad6f511965639,src/redrhex_rl_controller/config/redrhex_policy_full_feedback_rig.yaml,local_only,,,,,,,
False,,,c5ea7663b79f3fcfbd1b74708423252e16233b167c8777ae5a043f65e00d2d47,src/redrhex_lowlevel_bridge/setup.cfg,local_only,,,,,,,
False,,,39f39eede48a1d6421d4d8a9c1f7cdcedd5c330f038831f311153d900e954fc8,src/redrhex_lowlevel_bridge/package.xml,local_only,,,,,,,
False,,,a73b9d8fdccb1f719786c3bf0cb05f73def43bf57e2488bc2709edc44c3bc86c,src/redrhex_lowlevel_bridge/setup.py,local_only,,,,,,,
False,,,2360a6afeb7c2dc46f399190455ea2750211f901704dcb1f7e3456dbc90425d8,src/rinbo_control/rinbo_control/sim_motion_limits.py,local_only,,,,,,,
False,,,65a697b748092fc436138ae23e1c3f09eea6d5ddce5d3257fd659d31be213fa1,src/rinbo_control/rinbo_control/ssh_auth.py,local_only,,,,,,,
False,,,3b95144bd7902832a216f8f5e644cf0074b959ffb882371abc0a682973954f59,src/rinbo_control/rinbo_control/motion_limits.py,local_only,,,,,,,
False,,,5a1f42cd3424857ab007b5c87f8e56ced02c898000654e653455deba7ebf7c51,src/rinbo_control/rinbo_control/demo.py,local_only,,,,,,,
False,,,29d00bf2f65fc19127949b9f3c0af8e55968bd189466f0dce1cda7d43958204e,src/rinbo_control/rinbo_control/calibration_progress.py,local_only,,,,,,,
False,,,0230c5b9f8b42512b372d54883ab485d760fd1b1956ba5d35f7f53ddd1795a0d,src/rinbo_control/rinbo_control/console.py,local_only,,,,,,,
False,,,95ba185c53a299ace54153634bddd792022f4f022ccf598d265a977878abaa74,src/rinbo_control/rinbo_control/library.py,local_only,,,,,,,
False,,,a1d77457d67207eb86924075075030a3b1f4506a7ded003cb9be151e29b4e71d,src/rinbo_control/rinbo_control/runtime.py,local_only,,,,,,,
False,,,a191c309eb89e9a5f904d838d01a259dab32bcd11c6c3958d911493ea32183c9,src/rinbo_control/rinbo_control/__init__.py,local_only,,,,,,,
False,,,1bef692cc04631cfcd2adfc7b6a581442b3aab121a0dc0a5069a49bd9ee187b5,src/rinbo_control/rinbo_control/presentation.py,local_only,,,,,,,
False,,,c65c1dae3e89ab0fc65b62474e21bcc9e91a4000e306101605937ae035771c79,src/rinbo_control/README.md,local_only,,,,,,,
False,,,19f1c898e82affc8349f1c93905e251ca75fab029ba7bf54278c577a699ae248,src/redrhex_rl_controller/redrhex_rl_controller/rl_controller_node.py,local_only,,,,,,,
False,,,eb87b72ba193cf0d23ffe1a889f7202f6d45a488845a9551c98ca537eb1fed68,src/rinbo_control/rinbo_control/sbrio.py,local_only,,,,,,,
False,,,6cf880ab8b94c4e2de00d4ad6f12181b9ebdae1be552bc907a10a6213c2a3522,src/rinbo_control/rinbo_control/guardian.py,local_only,,,,,,,
False,,,eb65a29175ba154a9c7627634c7f3f9fb05e07fa936a533007473e585ba16543,src/rinbo_control/rinbo_control/terminal.py,local_only,,,,,,,
False,,,5d6dca607dd70b883f08819eb7caa0225574ff6e4749328a3efd922ca437b565,src/rinbo_control/rinbo_control/feedback.py,local_only,,,,,,,
False,,,4668d010ff4845a4a3f9269e8b52071cd357bff9807fc6e9ac5690fdc474bf24,src/rinbo_control/rinbo_control/plans.py,local_only,,,,,,,
False,,,b6b5c7e0c30e550ace219ecf9bcaf4c79ff4ea4b5f8a481c70827e4b307d126b,src/rinbo_control/rinbo_control/connection_recovery.py,local_only,,,,,,,
False,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,src/rinbo_control/resource/rinbo_control,local_only,,,,,,,
False,,,0fbcedecaae302fdfbe059e2d65accb15daea6bf75496537687f97d5558dc832,src/redrhex_rl_controller/README.md,local_only,,,,,,,
False,,,b3b09d4addabd105bf176240c88da31624a6775f3538778d437f74029d88aa04,src/redrhex_rl_controller/redrhex_rl_controller/degraded_mode.py,local_only,,,,,,,
False,,,33eb8b63293fd73fd4c908ae80a5147651c241659d403661e891c95c3b1b409a,src/redrhex_rl_controller/redrhex_rl_controller/state_machine.py,local_only,,,,,,,
False,,,ff8749cf0f5b6e16ea235c28a7aef5f9078c492264abb3ecd859e2c6ac4b2fd6,src/redrhex_rl_controller/redrhex_rl_controller/golden_policy.py,local_only,,,,,,,
False,,,5b178d051679d5a552c96d9734a5cb14ff112c68c5f8e34b7a8beadcee98dcfe,src/redrhex_rl_controller/redrhex_rl_controller/policy_onnx_runner.py,local_only,,,,,,,
False,,,d52811b30183c628644cf7cae83bc1f11a8ba6927362179250bc61a8093e6322,src/redrhex_rl_controller/redrhex_rl_controller/action_decoder.py,local_only,,,,,,,
False,,,dbe4f91e194ccb10f70573604c6e67beef6f4244258ecb5a0cb5922f446bf806,src/redrhex_rl_controller/redrhex_rl_controller/rinbo_leg_mask.py,local_only,,,,,,,
False,,,f9fb326684e057ac2e1063ff0f55cabcc81f2517cca2c82c413ed70d8dffa28c,src/redrhex_rl_controller/redrhex_rl_controller/policy_validation.py,local_only,,,,,,,
False,,,b3b76511b9c69179b344f0eefb0a08627629cbf5392198ea9dc4319c4758ca4d,src/redrhex_rl_controller/redrhex_rl_controller/golden_recorder.py,local_only,,,,,,,
False,,,005db99fbe6b9f675aeb533dc2247d50d326dc10b66d2b522d5f150fe98e5daf,src/redrhex_rl_controller/redrhex_rl_controller/motor_command_tool.py,local_only,,,,,,,
False,,,59e167c6f7292db2ff94887a05b4a5f32b89979c728bd2e1d7b7af1793e8113b,src/redrhex_rl_controller/redrhex_rl_controller/preflight_check.py,local_only,,,,,,,
False,,,35574980b390049f4df527ccfbb1d0bf29c797ac027fc2656ef45e9a0173bdf4,src/redrhex_rl_controller/redrhex_rl_controller/estop_tool.py,local_only,,,,,,,
False,,,7de55af1dddc55d19b9b58ac38a83c999b399f89cb0ce4b06c91b3e12e9b7bba,src/redrhex_rl_controller/redrhex_rl_controller/fake_sensor_node.py,local_only,,,,,,,
False,,,7ee680188ae00018ed789add7d0c2a42c2c2460d882ff70f91959d269da85e31,src/redrhex_rl_controller/redrhex_rl_controller/__init__.py,local_only,,,,,,,
False,,,aa4b6e790c5a357ce162b56e47ad00869a23dad2e6537b32d737af8737aad74c,src/redrhex_rl_controller/redrhex_rl_controller/bridge_config_hash.py,local_only,,,,,,,
False,,,59202f4593b26ca5dba9b11dcf8a355146be81395cf625b021d6a1209c70dff6,src/redrhex_rl_controller/redrhex_rl_controller/safety_filter.py,local_only,,,,,,,
False,,,5ea0440cf0ed92dc1bef9341d56676980f2d3c32eb25cfc74b9458c933951d29,src/redrhex_rl_controller/redrhex_rl_controller/observation_builder.py,local_only,,,,,,,
False,,,9eb7f737809816dc2eedf262c20d9e9dc871150e2a5ea61b2a8f908724645592,src/redrhex_rl_controller/redrhex_rl_controller/redrhex_contract.py,local_only,,,,,,,
False,,,b800bc060a503dde518d6ba47b10e0f60cfc096848f803aa60b0cb6a8067640a,src/redrhex_rl_controller/redrhex_rl_controller/imu_alignment_tool.py,local_only,,,,,,,
False,,,a32784dd7569e1ee356f74e32f27e4ebfc6a2043cfc232101d28d714cea73314,src/redrhex_lowlevel_bridge/launch/lowlevel_bridge.launch.py,local_only,,,,,,,
False,,,b71b50157411797c1426c7949659df6e4ea3f54d790350ab600e30407f470302,src/redrhex_rl_controller/launch/redrhex_policy_bringup.launch.py,local_only,,,,,,,
False,,,0bd69799013ebeed1f18eb784dcb2e5259668dc1007b62d9068807d97779746e,src/redrhex_rl_controller/test/test_sensor_v2_runtime.py,local_only,,,,,,,
False,,,478d4aa883b2de655a1adaf266f1c92303ab1f78e3da8fb9b9feb2cf311d8983,src/redrhex_rl_controller/test/test_observation_imu_alignment.py,local_only,,,,,,,
False,,,77dcba18fd37e836cc77b303104c754f8b5bd3d612cf5610531f7d90a9ba0ded,src/redrhex_rl_controller/test/test_rinbo_leg_mask.py,local_only,,,,,,,
False,,,baeeb640305faa838b8b4944b5cc1f90da521beb68525d4c5e01c3f3cd6fddb5,src/redrhex_rl_controller/test/test_core_logic.py,local_only,,,,,,,
False,,,159d3a11d8821106da8c30cbb38fd5770799c1b823eeb22197b87d33d9137363,src/redrhex_rl_controller/test/test_policy_metadata_gates.py,local_only,,,,,,,
False,,,9e4c291193fa40c4425692622302912271b06932526bca49244e96a72dff8d08,src/redrhex_rl_controller/test/test_policy_launch_safety.py,local_only,,,,,,,
False,,,1c4cb28d9f76911dcf91f4331b6d27547edcd4dab7c9f6e49e4858bfa84fc88e,src/redrhex_rl_controller/test/test_motor_command_tool.py,local_only,,,,,,,
False,,,b989ed2ecb2309528b67467c869c7175672fea27a2fa996ee8a7bc7dba678337,src/redrhex_rl_controller/test/test_policy_validation.py,local_only,,,,,,,
False,,,48668a7560d8ae2852682d240abdff7ca6dc8fef60cdb751065a73510199e308,src/redrhex_rl_controller/test/test_full_feedback_profile.py,local_only,,,,,,,
False,,,df92405c3c0e30194b62da9501381c5cf34f99889d158a497ddc6608af42e5d4,src/redrhex_rl_controller/test/test_sensor_v2_offline_check.py,local_only,,,,,,,
False,,,8a7a112b8a98b2d56306c5df6a8e86fb918f7ea494ea5abed029a8b720f1ebb9,src/redrhex_rl_controller/test/test_estop_tool.py,local_only,,,,,,,
False,,,c05e6a5da4cbf634b1c0abcec93594e71da1a8527eb494d87b72cc2c56d7e258,src/redrhex_lowlevel_bridge/test/test_lowlevel_launch_contract.py,local_only,,,,,,,
False,,,6d7eaf9c75d271de0dfb9b2f017025040844cf26fe4fbe6bfea0dde2a391b798,src/redrhex_lowlevel_bridge/test/test_active_rinbo_safety_contract.py,local_only,,,,,,,
False,,,2dc010e6131e5df425d934272cffe7205209e1443222cc74c7294cf458e4e4dd,src/redrhex_lowlevel_bridge/test/test_rinbo_backend.py,local_only,,,,,,,
False,,,3ed3da02a6de1835aee255eb89b69cf017265ea2a5e313cc5bd94abe9a835988,src/redrhex_lowlevel_bridge/test/test_power_tool.py,local_only,,,,,,,
False,,,0b779712c8add377333e15489c45ff8dfca539682b8bd0bc720bde0b59bfc10e,src/redrhex_lowlevel_bridge/test/test_bringup_plan_retired.py,local_only,,,,,,,
False,,,7a8c2fc106ceaa7b6eb814476c6691431b85e415dd6930327471b8df46bd062c,src/redrhex_lowlevel_bridge/test/test_rinbo_bringup_check.py,local_only,,,,,,,
False,,,3d328a7815139af5170c0e527dad8b2efcd5239579e48617302ac6289271d738,src/redrhex_lowlevel_bridge/test/test_biorola_fault_diag.py,local_only,,,,,,,
False,,,453ed079aea429e5befb9aedb9880d9d8e4df0e0796bbdedfb2ac1d8e4d503bf,src/redrhex_lowlevel_bridge/test/test_biorola_servo_probe.py,local_only,,,,,,,
False,,,3334535760122dbcf18eef784557c432dd4205532d9a1993b857ac6e4f7b122b,src/rinbo_control/test/test_motion_limits.py,local_only,,,,,,,
False,,,726857ffa5a344980cda5511bff0e5e93f14827bd2fba33efb82682153af6edb,src/rinbo_control/test/test_plans.py,local_only,,,,,,,
False,,,b73bf7d0e08920b8b478ef34cf57582a0784d7be92578221c3a63387ae9de7fc,src/rinbo_control/test/test_runtime.py,local_only,,,,,,,
False,,,27a1f5c8a9fad36454d49b4bcdcc457c8562b01a47c5a23e36b1697a75cfcd65,src/rinbo_control/test/test_feedback.py,local_only,,,,,,,
False,,,8db59dd1852782970bed5e0a3098b0a843e6cba3e83eab708df581e139e988d8,src/rinbo_control/test/test_ssh_auth.py,local_only,,,,,,,
False,,,7a46a5f1449750d75d62f1d555230c9ed0a73d09c02afc38993d94f167708f70,src/rinbo_control/test/test_calibration_progress.py,local_only,,,,,,,
False,,,d5c1d29f0dbcb4d7a9e9b2687d043a032681810c4868e65bbacd1a8a8c5bd73e,src/rinbo_control/test/test_presentation.py,local_only,,,,,,,
False,,,72a0ce429ce63e0b43d737e41f2c23139d18e381b43683e1681f3733d33f9528,src/rinbo_control/test/test_connection_recovery.py,local_only,,,,,,,
False,,,0e5f8e38a42df362cd44a4edaa57ab9740f8f63c4bfd390145776a6fca9f2b42,src/rinbo_control/test/test_sbrio.py,local_only,,,,,,,
False,,,da29d393d425b196cd838c071165bfbb216b1fabab55ff91394c5d7a11174181,src/rinbo_control/test/test_leg_management.py,local_only,,,,,,,
False,,,5733d53c55da4869489f81b3160f4121fad440e4497c32b5e4356638b305774e,src/rinbo_control/test/test_workshop.py,local_only,,,,,,,
False,,,76dd20d8f4b617ab57c53223859398a09e0d3c6eec6bcd7454c360aea541edad,src/rinbo_control/test/test_console.py,local_only,,,,,,,
False,,,619bf7d0b83c85da80082ca2eec225f1016e18c8f04d165a6260db6c16d251ee,src/rinbo_control/test/test_convenience.py,local_only,,,,,,,
False,,,7279a45e706866dab27782d623da740a25eca1486e29123b7ee60570f4bc4be2,src/rinbo_control/test/test_terminal.py,local_only,,,,,,,
False,,,5a8307f480f437abbc27d276508f73858896880e45027bc2a6e8c090a1301674,robot.sh,local_only,,,,,,,
False,,,a1fd5cf2041836379ec5365b0c9e9f780d11c6e8d8ec2c8137d7b89514bbaf03,start_rinbo_monitor.sh,local_only,,,,,,,
False,,,d31a386645f0b37950c30ea8cf162f72206930b34ecc6a86c7bc5efdf231980d,Rinbo-Monitor.desktop,local_only,,,,,,,
